,id,title,subtitle,sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,latitude,longitude,raw_address,is_exact_address_hidden,street_name,street_number,portal,floor,is_floor_under,door,neighborhood_id,operation,rent_price,rent_price_by_area,is_rent_price_known,buy_price,buy_price_by_area,is_buy_price_known,house_type_id,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,are_pets_allowed,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_furnished,is_kitchen_equipped,is_accessible,has_green_zones,energy_certificate,has_parking,has_private_parking,has_public_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east
10,21732,Piso en venta en De la Plata - Villaverde,"San Andrés, Madrid",69.0,,2,2.0,,,,,De la Plata - Villaverde,True,De la Plata - Villaverde,,,2,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,617,,False,118000,1710,True,HouseType 1: Pisos,True,False,1963.0,,,,,,False,True,,,True,,,,,,,en trámite,False,,,,,,,,
11,21731,Piso en venta en Butarque,"Villaverde, Madrid",122.0,98.0,3,2.0,,,,,,True,,,,6,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1058,,False,246900,2024,True,HouseType 1: Pisos,False,False,,,,,True,True,True,,,True,,,True,,,,True,E,True,,,True,0.0,,,,
12,21730,"Piso en venta en calle de la Unanimidad, 67","Los Rosales, Madrid",123.0,104.0,3,2.0,,,,,"Calle de la Unanimidad, 67",False,Calle de la Unanimidad,67,,4,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,901,,False,195000,1585,True,HouseType 1: Pisos,False,False,1992.0,,,,True,True,True,True,,,,,,,,,,D,False,,,,,False,False,False,True
13,21729,"Piso en venta en calle de Anoeta, 63","Los Ángeles, Madrid",109.0,90.0,3,2.0,,,,,"Calle de Anoeta, 63",False,Calle de Anoeta,63,,3,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,933,,False,205000,1881,True,HouseType 1: Pisos,False,False,1983.0,,,,,True,True,True,,,True,,True,,,,,E,False,,,,,False,False,True,False
14,21728,Piso en venta en calle GODELLA,"San Cristóbal, Madrid",64.0,,3,1.0,,,,,Calle GODELLA,True,Calle GODELLA,,,3,False,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,408,,False,72000,1125,True,HouseType 1: Pisos,False,False,1960.0,False,True,,,,False,True,,,True,,,,,,,F,False,,,,,,,,
15,21727,Piso en venta en calle San Macario,"Los Rosales, Madrid",115.0,,3,1.0,,,,,Calle San Macario,True,Calle San Macario,,,3,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,780,,False,160000,1391,True,HouseType 1: Pisos,False,False,,False,True,,True,,,True,,,True,,True,,,,,en trámite,False,,,,,,,,
16,21726,Piso en venta en Los Rosales,"Villaverde, Madrid",115.0,88.0,3,1.0,,,,,,True,,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,867,,False,184900,1608,True,HouseType 1: Pisos,False,False,,False,True,,True,,False,True,,,True,,,,,,,en trámite,False,,,,,,,,
17,21725,Piso en venta en Los Ángeles,"Villaverde, Madrid",65.0,,3,1.0,,,,,,True,,,,4,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,494,,False,90000,1385,True,HouseType 1: Pisos,False,False,,,,,,,False,True,,,True,,,,,,,en trámite,False,,,,,,,,
18,21724,Piso en venta en San Andrés,"Villaverde, Madrid",75.0,,3,1.0,,,,,,True,,,,3,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,666,,False,129900,1732,True,HouseType 1: Pisos,True,False,,,,,,,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
19,21723,Piso en venta en San Cristóbal,"Villaverde, Madrid",60.0,,2,1.0,,,,,,True,,,,Bajo,True,,Neighborhood 135: San Cristóbal (1308.89 €/m2) - District 21: Villaverde,sale,516,,False,94900,1582,True,HouseType 1: Pisos,False,False,,,,,True,True,False,True,,,,,,,,,,en trámite,False,,,,,,,,
20,21722,Piso en venta en San Andrés,"Villaverde, Madrid",60.0,,2,1.0,,,,,,True,,,,2,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,493,,False,89900,1498,True,HouseType 1: Pisos,False,False,,,,,,,False,True,,,True,,,,,,,en trámite,False,,,,,,,,
21,21721,Piso en venta en Los Ángeles,"Villaverde, Madrid",95.0,,4,2.0,,,,,,True,,,,4,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,724,,False,144900,1525,True,HouseType 1: Pisos,False,False,,,,,True,,False,True,,,,,,,,,,en trámite,False,,,,,,,,
22,21720,Piso en venta en San Andrés,"Villaverde, Madrid",76.0,,3,1.0,,,,,,True,,,,2,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,583,,False,110000,1447,True,HouseType 1: Pisos,True,False,,,,,,,False,True,,,True,,,,,,,en trámite,False,,,,,,,,
23,21719,Piso en venta en camino Leganés,"San Andrés, Madrid",51.0,,2,1.0,,,,,Camino Leganés,True,Camino Leganés,,,Semi-sótano,True,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,508,,False,93000,1824,True,HouseType 1: Pisos,False,False,,,,,,,,,,,,,,,,,,en trámite,False,,,,,,,,
24,21718,Piso en venta en calle de las Islas,"San Andrés, Madrid",134.0,,3,2.0,,,,,Calle de las Islas,True,Calle de las Islas,,,2,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,666,,False,130000,970,True,HouseType 1: Pisos,False,False,,,,,,,True,,,,,,,,,,,en trámite,False,,,,,,,,
25,21717,Piso en venta en calle de Parvillas Bajas,"San Andrés, Madrid",62.0,,2,1.0,,,,,Calle de Parvillas Bajas,True,Calle de Parvillas Bajas,,,2,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,557,,False,104000,1677,True,HouseType 1: Pisos,False,,,False,True,,,,,True,,,True,,,,,,,en trámite,False,,,,,,,,
26,21716,Piso en venta en COBALTO s/n,"San Andrés, Madrid",75.0,68.0,3,1.0,,,,,COBALTO s/n,False,,,,3,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,698,,False,138000,1840,True,HouseType 1: Pisos,False,False,1984.0,False,True,,True,True,False,True,,,True,,,,,,,inmueble exento,True,,,True,0.0,False,False,False,True
27,21715,Piso en venta en Butarque,"Villaverde, Madrid",112.0,83.0,4,2.0,,,,,,True,,,,2,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1148,,False,280000,2500,True,HouseType 1: Pisos,False,False,,False,True,,,True,True,True,,True,,,True,,,True,True,B,True,,,True,0.0,False,True,True,True
28,21714,Piso en venta en calle Villajoyosa,"Los Rosales, Madrid",65.0,63.0,3,1.0,,,,,Calle Villajoyosa,True,Calle Villajoyosa,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,744,,False,150000,2308,True,HouseType 1: Pisos,True,False,1976.0,False,True,,,True,True,True,,True,,,,,,,,en trámite,False,,,,,,,,
29,21713,Piso en venta en paseo de Alberto Palacios,"San Andrés, Madrid",70.0,63.0,2,1.0,,,,,Paseo de Alberto Palacios,True,Paseo de Alberto Palacios,,,3,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,728,,False,145900,2084,True,HouseType 1: Pisos,False,False,1968.0,False,True,,True,True,False,True,,,True,True,,,,,,E,False,,,,,False,False,True,False
30,21712,Piso en venta en calle Laguna del Marquesado,"San Andrés, Madrid",75.0,,1,1.0,,,,,Calle Laguna del Marquesado,True,Calle Laguna del Marquesado,,,1,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,505,,False,92500,1233,True,HouseType 1: Pisos,False,,2008.0,False,True,,True,True,True,True,,,,True,,,,True,,en trámite,False,,,,,True,True,True,True
31,21711,Piso en venta en carretera de Villaverde a Vallecas,"Los Rosales, Madrid",123.0,,3,2.0,,,,,Carretera de Villaverde a Vallecas,True,Carretera de Villaverde a Vallecas,,,7,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1195,,False,298000,2423,True,HouseType 1: Pisos,False,False,2002.0,False,True,,True,True,True,True,,True,,,True,,,,,en trámite,True,,,True,0.0,,,,
32,21710,Piso en venta en camino Leganés,"San Andrés, Madrid",61.0,,3,1.0,,,,,Camino Leganés,True,Camino Leganés,,,2,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,539,,False,99900,1638,True,HouseType 1: Pisos,False,,,False,True,,True,,,True,,,True,,,,,,,en trámite,False,,,,,,,,
33,21709,Piso en venta en San Andrés,"Villaverde, Madrid",72.0,66.0,2,1.0,,,,,,True,,,,3,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,698,,False,138000,1917,True,HouseType 1: Pisos,False,False,,False,True,,True,True,False,True,,,,True,,,,,,en trámite,True,,,True,0.0,,,,
34,21708,"Piso en venta en Concepción de la Oliva, 21","Butarque, Madrid",61.0,56.0,3,1.0,,,,,"Concepción de la Oliva, 21",False,Concepción de la Oliva,21,,5,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,539,,False,100000,1639,True,HouseType 1: Pisos,False,False,1966.0,False,True,,,,False,True,,,,True,,,,,,en trámite,False,,,,,True,False,True,False
35,21707,Piso en venta en San Neviano - Villaverde,"San Andrés, Madrid",71.0,,3,1.0,,,,,San Neviano - Villaverde,True,San Neviano - Villaverde,,,1,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,672,,False,131400,1851,True,HouseType 1: Pisos,True,False,1980.0,False,True,,,,False,True,,,True,,,,,,,en trámite,False,,,,,,,,
36,21706,Piso en venta en Los Rosales,"Villaverde, Madrid",87.0,70.0,3,1.0,,,,,,True,,,,2,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,521,,False,96000,1103,True,HouseType 1: Pisos,True,False,,,,,True,,False,True,,,True,,,,,,,E,False,,,,,,,,
37,21705,Piso en venta en paseo de Alberto Palacios,"San Andrés, Madrid",60.0,1.0,2,1.0,,,,,Paseo de Alberto Palacios,True,Paseo de Alberto Palacios,,,,,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,758,,False,154000,2567,True,HouseType 1: Pisos,False,False,,,,,True,True,False,True,,,True,,,,,,,A,False,,,,,False,False,True,False
38,21704,Piso en venta en calle la Dolorosa,"Los Ángeles, Madrid",78.0,63.0,4,1.0,,,,,Calle la Dolorosa,True,Calle la Dolorosa,,,2,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,731,,False,146700,1881,True,HouseType 1: Pisos,False,,,,,,,True,True,True,,,,,,,,True,,G,False,,,,,False,False,True,False
39,21703,Piso en venta en calle Encarnación Oviol,"Los Rosales, Madrid",52.0,41.0,1,1.0,,,,,Calle Encarnación Oviol,True,Calle Encarnación Oviol,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,505,,False,92500,1779,True,HouseType 1: Pisos,False,,,False,True,,True,,False,,,,,,,,,,,G,False,,,,,,,,
40,21702,Dúplex en venta en calle ESTEFANITA,"Butarque, Madrid",125.0,,3,3.0,,,,,Calle ESTEFANITA,True,Calle ESTEFANITA,,,7,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1135,,False,275000,2200,True,HouseType 4: Dúplex,False,False,2004.0,,,,True,,True,True,,True,True,,True,,,,,D,False,,,,,,,,
41,21701,Estudio en venta en calle Laguna del Marquesado,"San Andrés, Madrid",75.0,,0,1.0,,,,,Calle Laguna del Marquesado,True,Calle Laguna del Marquesado,,,1,False,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,465,,False,83800,1117,True,,False,False,2008.0,False,True,,True,True,True,True,,,True,True,,,,True,,en trámite,False,,,,,True,True,True,True
42,21700,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",97.0,73.0,2,2.0,,,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,Bajo,True,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1111,,False,266122,2744,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,
43,21699,"Piso en venta en calle Arroyo de la Bulera, 31","Butarque, Madrid",93.0,70.0,2,2.0,,,,,"Calle Arroyo de la Bulera, 31",False,Calle Arroyo de la Bulera,31,,7,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1004,,False,228273,2455,True,HouseType 1: Pisos,False,True,,,,,,,True,True,,True,True,,,,,,True,no indicado,False,,,,,,,,
44,21698,Piso en venta en calle de la del Manojo de Rosas,"Los Ángeles, Madrid",103.0,,4,2.0,,,,,Calle de la del Manojo de Rosas,True,Calle de la del Manojo de Rosas,,,1,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,823,,False,171900,1669,True,HouseType 1: Pisos,False,False,,,,,,,True,True,,,,,True,,,,,en trámite,False,,,,,,,,
45,21697,Ático en venta en Villaverde a perales,"Butarque, Madrid",83.0,69.0,2,2.0,,,,,Villaverde a perales,True,Villaverde a perales,,,7,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1004,,False,228273,2750,True,HouseType 5: Áticos,False,False,2020.0,False,True,,True,True,True,True,,True,True,,True,,,True,True,en trámite,True,,,True,0.0,,,,
46,21696,Piso en venta en calle de Juan José Martínez Seco,"Los Rosales, Madrid",45.0,41.0,2,1.0,,,,,Calle de Juan José Martínez Seco,True,Calle de Juan José Martínez Seco,,,1,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,471,,False,85000,1889,True,HouseType 1: Pisos,True,False,1968.0,False,True,,,,False,True,,,,True,,,,,,E,False,,,,,,,,
47,21695,Piso en venta en carretera de Villaverde a Vallecas,"Los Rosales, Madrid",120.0,,3,2.0,,,,,Carretera de Villaverde a Vallecas,True,Carretera de Villaverde a Vallecas,,,7,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,1195,,False,298000,2483,True,HouseType 1: Pisos,False,False,,False,True,,True,True,True,,,True,,,True,,,,,en trámite,True,,,True,0.0,,,,
48,21694,"Piso en venta en calle la del Soto del Parral, 59","Los Ángeles, Madrid",74.0,,3,1.0,,,,,"Calle la del Soto del Parral, 59",False,Calle la del Soto del Parral,59,,1,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,702,,False,139000,1878,True,HouseType 1: Pisos,False,False,,False,True,,,True,False,True,,,,,True,,,,,no indicado,False,,,,,False,False,True,False
49,21693,"Dúplex en venta en calle Estefanita, 6","Butarque, Madrid",125.0,,3,2.0,,,,,"Calle Estefanita, 6",False,Calle Estefanita,6,,7,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1128,,False,272500,2180,True,HouseType 4: Dúplex,False,False,2004.0,False,True,,,True,True,True,,True,True,,True,,,,True,F,False,,,,,,,,
50,21692,Piso en venta en calle Berrocal,"Butarque, Madrid",126.0,105.0,4,2.0,,,,,Calle Berrocal,True,Calle Berrocal,,,Bajo,True,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1135,,False,275000,2183,True,HouseType 1: Pisos,False,False,,False,True,,True,True,True,True,,True,True,,True,,,True,True,en trámite,True,,,True,0.0,False,False,True,True
51,21691,"Ático en venta en calle Euskalduna, 14","Butarque, Madrid",158.0,,3,2.0,,,,,"Calle Euskalduna, 14",False,Calle Euskalduna,14,,4,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1172,,False,289000,1829,True,HouseType 5: Áticos,False,False,2003.0,False,True,,True,True,True,True,,True,True,,True,,,,True,en trámite,True,,,True,0.0,,,,
52,21690,Piso en venta en Los Rosales,"Villaverde, Madrid",65.0,52.0,2,1.0,,,,,,True,,,,,,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,604,,False,115000,1769,True,HouseType 1: Pisos,False,False,,,,,,,False,True,,,,,,,,,,G,False,,,,,,,,
53,21689,Piso en venta en calle Alcocer,"Los Ángeles, Madrid",108.0,,3,2.0,,,,,Calle Alcocer,True,Calle Alcocer,,,4,False,,Neighborhood 132: Los Ángeles (1796.68 €/m2) - District 21: Villaverde,sale,847,,False,179000,1657,True,HouseType 1: Pisos,False,False,1978.0,,,,,True,True,True,,,True,,,,,,,en trámite,False,,,,,,,,
54,21688,Piso en venta en San Andrés,"Villaverde, Madrid",62.0,48.0,2,1.0,,,,,,True,,,,Bajo,True,,Neighborhood 134: San Andrés (1617.18 €/m2) - District 21: Villaverde,sale,638,,False,123000,1984,True,HouseType 1: Pisos,False,False,1984.0,False,True,,True,,True,True,,,,,,,,,,E,False,,,,,True,False,False,False
55,21687,Piso en venta en calle Topacio,"Los Rosales, Madrid",51.0,,2,1.0,,,,,Calle Topacio,True,Calle Topacio,,,3,False,,Neighborhood 133: Los Rosales (1827.79 €/m2) - District 21: Villaverde,sale,492,,False,89500,1755,True,HouseType 1: Pisos,True,False,1967.0,,,,,,False,True,,,True,,,,,,,en trámite,False,,,,,False,False,False,True
56,21686,"Piso en venta en calle Calcio, 15","Butarque, Madrid",112.0,80.0,3,2.0,,,,,"Calle Calcio, 15",False,Calle Calcio,15,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1172,,False,289000,2580,True,HouseType 1: Pisos,False,False,2013.0,False,True,,True,True,True,True,,True,,,True,,,True,True,E,True,,,True,0.0,False,False,True,False
57,21685,"Piso en venta en calle Camas, 2","Butarque, Madrid",109.0,,3,2.0,,,,,"Calle Camas, 2",False,Calle Camas,2,,2,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,968,,False,216278,1984,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,
58,21684,"Piso en venta en calle Camas, 2","Butarque, Madrid",107.0,,3,2.0,,,,,"Calle Camas, 2",False,Calle Camas,2,,1,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,940,,False,207503,1939,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,
59,21683,"Piso en venta en calle Camas, 2","Butarque, Madrid",76.0,,2,2.0,,,,,"Calle Camas, 2",False,Calle Camas,2,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,790,,False,162793,2142,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,,,True,,,,,no indicado,True,,,True,0.0,,,,
60,21682,"Piso en venta en calle Camas, 2","Butarque, Madrid",105.0,,3,2.0,,,,,"Calle Camas, 2",False,Calle Camas,2,,1,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,933,,False,204999,1952,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,
61,21681,"Piso en venta en calle Camas, 2","Butarque, Madrid",109.0,,3,2.0,,,,,"Calle Camas, 2",False,Calle Camas,2,,4,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,982,,False,220879,2026,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,
62,21680,"Piso en venta en calle Camas, 2","Butarque, Madrid",108.0,,3,2.0,,,,,"Calle Camas, 2",False,Calle Camas,2,,4,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,974,,False,218258,2021,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,
63,21679,"Piso en venta en calle Camas, 2","Butarque, Madrid",109.0,,3,2.0,,,,,"Calle Camas, 2",False,Calle Camas,2,,Bajo,True,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1014,,False,231855,2127,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,
64,21678,"Piso en venta en calle Camas, 2","Butarque, Madrid",76.0,,2,2.0,,,,,"Calle Camas, 2",False,Calle Camas,2,,4,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,793,,False,163397,2150,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,,,True,,,,,no indicado,True,,,True,0.0,,,,
65,21677,"Piso en venta en calle Camas, 2","Butarque, Madrid",76.0,,2,2.0,,,,,"Calle Camas, 2",False,Calle Camas,2,,2,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,783,,False,160759,2115,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,,,True,,,,,no indicado,True,,,True,0.0,,,,
66,21676,"Piso en venta en calle Camas, 2","Butarque, Madrid",108.0,,3,2.0,,,,,"Calle Camas, 2",False,Calle Camas,2,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,970,,False,217169,2011,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,
67,21675,"Piso en venta en calle Camas, 2","Butarque, Madrid",76.0,,2,2.0,,,,,"Calle Camas, 2",False,Calle Camas,2,,5,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,799,,False,165208,2174,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,,,True,,,,,no indicado,True,,,True,0.0,,,,
68,21674,"Piso en venta en calle Camas, 2","Butarque, Madrid",109.0,,3,2.0,,,,,"Calle Camas, 2",False,Calle Camas,2,,3,False,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,978,,False,219775,2016,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,
69,21673,"Piso en venta en calle Camas, 2","Butarque, Madrid",108.0,,3,2.0,,,,,"Calle Camas, 2",False,Calle Camas,2,,Bajo,True,,Neighborhood 131: Butarque (2197.8 €/m2) - District 21: Villaverde,sale,1011,,False,230817,2137,True,HouseType 1: Pisos,False,True,,False,True,,,,True,True,,True,True,,True,,,,,no indicado,True,,,True,0.0,,,,
